,rel,source,target
167,has_mesh,16521701,erythrocytes
168,has_mesh,16521701,chemistry
169,has_mesh,16521701,fatty_acids
170,has_mesh,16521701,blood
171,has_mesh,16521701,fatty_acids
172,has_mesh,16521701,unsaturated
173,has_mesh,16521701,administration_&_dosage
174,has_mesh,16521701,blood
175,has_mesh,16521701,female
176,has_mesh,16521701,hepatitis_c
177,has_mesh,16521701,chronic
178,has_mesh,16521701,drug_therapy
179,has_mesh,16521701,humans
180,has_mesh,16521701,interferon_alpha-2
181,has_mesh,16521701,interferon-alpha
182,has_mesh,16521701,therapeutic_use
183,has_mesh,16521701,lymphocyte_count
184,has_mesh,16521701,male
185,has_mesh,16521701,middle_aged
186,has_mesh,16521701,phospholipids
187,has_mesh,16521701,blood
188,has_mesh,16521701,recombinant_proteins
189,has_mesh,16521701,ribavirin
190,has_mesh,16521701,therapeutic_use
191,has_mesh,12923198,albumins
192,has_mesh,12923198,chemistry
193,has_mesh,12923198,animals
194,has_mesh,12923198,antibodies
195,has_mesh,12923198,autoantibodies
196,has_mesh,12923198,blood
197,has_mesh,12923198,biomarkers
198,has_mesh,12923198,blood
199,has_mesh,12923198,case-control_studies
200,has_mesh,12923198,docosahexaenoic_acids
201,has_mesh,12923198,chemistry
202,has_mesh,12923198,metabolism
203,has_mesh,12923198,fatty_acids
204,has_mesh,12923198,unsaturated
205,has_mesh,12923198,chemistry
206,has_mesh,12923198,metabolism
207,has_mesh,12923198,humans
208,has_mesh,12923198,immunohistochemistry
209,has_mesh,12923198,macular_degeneration
210,has_mesh,12923198,diagnosis
211,has_mesh,12923198,immunology
212,has_mesh,12923198,pathology
213,has_mesh,12923198,mice
214,has_mesh,12923198,oxidation-reduction
215,has_mesh,12923198,oxygen
216,has_mesh,12923198,chemistry
217,has_mesh,12923198,pyrroles
218,has_mesh,12923198,analysis
219,has_mesh,12923198,chemistry
220,has_mesh,12923198,immunology
221,has_mesh,12923198,retina
222,has_mesh,12923198,chemistry
223,has_mesh,12923198,rod_cell_outer_segment
224,has_mesh,12923198,chemistry
225,has_mesh,9895229,animals
226,has_mesh,9895229,antioxidants
227,has_mesh,9895229,therapeutic_use
228,has_mesh,9895229,catalase
229,has_mesh,9895229,metabolism
230,has_mesh,9895229,cerebral_cortex
231,has_mesh,9895229,metabolism
232,has_mesh,9895229,diabetes_mellitus
233,has_mesh,9895229,experimental
234,has_mesh,9895229,metabolism
235,has_mesh,9895229,dietary_supplements
236,has_mesh,9895229,galactosemias
237,has_mesh,9895229,metabolism
238,has_mesh,9895229,glutathione_reductase
239,has_mesh,9895229,metabolism
240,has_mesh,9895229,male
241,has_mesh,9895229,oxidative_stress
242,has_mesh,9895229,physiology
243,has_mesh,9895229,rats
244,has_mesh,9895229,rats
245,has_mesh,9895229,sprague-dawley
246,has_mesh,9895229,retina
247,has_mesh,9895229,metabolism
248,has_mesh,9895229,superoxide_dismutase
249,has_mesh,9895229,metabolism
250,has_mesh,9895229,thiobarbituric_acid_reactive_substances
251,has_mesh,9895229,metabolism
252,has_mesh,6261530,animals
253,has_mesh,6261530,anti-inflammatory_agents
254,has_mesh,6261530,cells
255,has_mesh,6261530,cultured
256,has_mesh,6261530,cricetinae
257,has_mesh,6261530,free_radicals
258,has_mesh,6261530,humans
259,has_mesh,6261530,hyaluronic_acid
260,has_mesh,6261530,metabolism
261,has_mesh,6261530,hydrogen_peroxide
262,has_mesh,6261530,therapeutic_use
263,has_mesh,6261530,mouth_mucosa
264,has_mesh,6261530,metabolism
265,has_mesh,6261530,neuroglia
266,has_mesh,6261530,physiology
267,has_mesh,6261530,neutrophils
268,has_mesh,6261530,physiology
269,has_mesh,6261530,oxygen
270,has_mesh,6261530,therapeutic_use
271,has_mesh,6261530,superoxide_dismutase
272,has_mesh,6261530,pharmacology
273,has_mesh,6261530,superoxides
274,has_mesh,6261530,therapeutic_use
275,has_mesh,6261530,xanthine_oxidase
276,has_mesh,6261530,metabolism
277,has_mesh,7774006,carrier_proteins
278,has_mesh,7774006,metabolism
279,has_mesh,7774006,cell_membrane
280,has_mesh,7774006,metabolism
281,has_mesh,7774006,golgi_apparatus
282,has_mesh,7774006,metabolism
283,has_mesh,7774006,intracellular_membranes
284,has_mesh,7774006,metabolism
285,has_mesh,7774006,membrane_proteins
286,has_mesh,7774006,phosphatidylinositol_phosphates
287,has_mesh,7774006,biosynthesis
288,has_mesh,7774006,phosphatidylinositols
289,has_mesh,7774006,metabolism
290,has_mesh,7774006,phospholipid_transfer_proteins
291,has_mesh,7774006,saccharomyces_cerevisiae_proteins
292,has_mesh,7774006,signal_transduction
293,has_mesh,7774006,physiology
294,has_mesh,27762305,adult
295,has_mesh,27762305,asian_continental_ancestry_group
296,has_mesh,27762305,genetics
297,has_mesh,27762305,base_sequence
298,has_mesh,27762305,bone_density
299,has_mesh,27762305,drug_effects
300,has_mesh,27762305,genetics
301,has_mesh,27762305,bone_density_conservation_agents
302,has_mesh,27762305,therapeutic_use
303,has_mesh,27762305,bone_resorption
304,has_mesh,27762305,prevention_&_control
305,has_mesh,27762305,child
306,has_mesh,27762305,child
307,has_mesh,27762305,preschool
308,has_mesh,27762305,china
309,has_mesh,27762305,epidemiology
310,has_mesh,27762305,collagen_type_i
311,has_mesh,27762305,genetics
312,has_mesh,27762305,diphosphonates
313,has_mesh,27762305,therapeutic_use
314,has_mesh,27762305,female
315,has_mesh,27762305,fractures
316,has_mesh,27762305,bone
317,has_mesh,27762305,drug_therapy
318,has_mesh,27762305,epidemiology
319,has_mesh,27762305,prevention_&_control
320,has_mesh,27762305,high-throughput_nucleotide_sequencing
321,has_mesh,27762305,humans
322,has_mesh,27762305,imidazoles
323,has_mesh,27762305,therapeutic_use
324,has_mesh,27762305,male
325,has_mesh,27762305,membrane_proteins
326,has_mesh,27762305,genetics
327,has_mesh,27762305,osteogenesis_imperfecta
328,has_mesh,27762305,drug_therapy
329,has_mesh,27762305,genetics
330,has_mesh,27762305,sequence_analysis
331,has_mesh,27762305,dna
332,has_mesh,27762305,tacrolimus_binding_proteins
333,has_mesh,27762305,genetics
334,has_mesh,27762305,young_adult
335,has_mesh,27762305,zoledronic_acid
336,has_mesh,4518624,adult
337,has_mesh,4518624,aged
338,has_mesh,4518624,anemia
339,has_mesh,4518624,hypochromic
340,has_mesh,4518624,enzymology
341,has_mesh,4518624,anemia
342,has_mesh,4518624,macrocytic
343,has_mesh,4518624,enzymology
344,has_mesh,4518624,carcinoma
345,has_mesh,4518624,enzymology
346,has_mesh,4518624,erythrocytes
347,has_mesh,4518624,enzymology
348,has_mesh,4518624,female
349,has_mesh,4518624,glutathione
350,has_mesh,4518624,humans
351,has_mesh,4518624,leukemia
352,has_mesh,4518624,lymphoid
353,has_mesh,4518624,enzymology
354,has_mesh,4518624,leukemia
355,has_mesh,4518624,myeloid
356,has_mesh,4518624,enzymology
357,has_mesh,4518624,leukemia
358,has_mesh,4518624,myeloid
359,has_mesh,4518624,acute
360,has_mesh,4518624,enzymology
361,has_mesh,4518624,male
362,has_mesh,4518624,middle_aged
363,has_mesh,4518624,peroxidases
364,has_mesh,4518624,metabolism
365,has_mesh,4518624,polycythemia_vera
366,has_mesh,4518624,enzymology
367,has_mesh,4518624,primary_myelofibrosis
368,has_mesh,4518624,enzymology
369,has_mesh,4518624,vitamin_b_12_deficiency
370,has_mesh,4518624,enzymology
371,has_mesh,3360755,amino_acids
372,has_mesh,3360755,analysis
373,has_mesh,3360755,animals
374,has_mesh,3360755,carboxylesterase
375,has_mesh,3360755,carboxylic_ester_hydrolases
376,has_mesh,3360755,biosynthesis
377,has_mesh,3360755,isolation_&_purification
378,has_mesh,3360755,golgi_apparatus
379,has_mesh,3360755,enzymology
380,has_mesh,3360755,isoenzymes
381,has_mesh,3360755,biosynthesis
382,has_mesh,3360755,isolation_&_purification
383,has_mesh,3360755,kinetics
384,has_mesh,3360755,liver
385,has_mesh,3360755,enzymology
386,has_mesh,3360755,male
387,has_mesh,3360755,microsomes
388,has_mesh,3360755,liver
389,has_mesh,3360755,enzymology
390,has_mesh,3360755,rats
391,has_mesh,3360755,rats
392,has_mesh,3360755,inbred_strains
393,has_mesh,3360755,serum_albumin
394,has_mesh,3360755,isolation_&_purification
395,has_mesh,3360755,substrate_specificity
396,has_mesh,9013956,amino_acid_sequence
397,has_mesh,9013956,animals
398,has_mesh,9013956,base_sequence
399,has_mesh,9013956,cd8_antigens
400,has_mesh,9013956,genetics
401,has_mesh,9013956,consensus_sequence
402,has_mesh,9013956,dna-binding_proteins
403,has_mesh,9013956,gene_expression
404,has_mesh,9013956,genes
405,has_mesh,9013956,immunologic_techniques
406,has_mesh,9013956,lymphocyte_activation
407,has_mesh,9013956,mice
408,has_mesh,9013956,molecular_sequence_data
409,has_mesh,9013956,muscle_proteins
410,has_mesh,9013956,muscles
411,has_mesh,9013956,physiology
412,has_mesh,9013956,myocardium
413,has_mesh,9013956,metabolism
414,has_mesh,9013956,rna
415,has_mesh,9013956,messenger
416,has_mesh,9013956,genetics
417,has_mesh,9013956,restriction_mapping
418,has_mesh,9013956,sequence_homology
419,has_mesh,9013956,amino_acid
420,has_mesh,9013956,t-lymphocytes
421,has_mesh,9013956,cytotoxic
422,has_mesh,9013956,physiology
423,has_mesh,9013956,transcription_factors
424,has_mesh,9013956,physiology
425,has_mesh,9013956,zinc_fingers
426,has_mesh,22914575,arabidopsis
427,has_mesh,22914575,genetics
428,has_mesh,22914575,metabolism
429,has_mesh,22914575,arabidopsis_proteins
430,has_mesh,22914575,genetics
431,has_mesh,22914575,metabolism
432,has_mesh,22914575,cell_wall
433,has_mesh,22914575,genetics
434,has_mesh,22914575,metabolism
435,has_mesh,22914575,gene_expression_regulation
436,has_mesh,22914575,plant
437,has_mesh,22914575,transcription_factors
438,has_mesh,22914575,genetics
439,has_mesh,22914575,metabolism
440,has_mesh,22914575,transcription
441,has_mesh,22914575,genetic
442,has_mesh,19317493,atpases_associated_with_diverse_cellular_activities
443,has_mesh,19317493,algorithms
444,has_mesh,19317493,carrier_proteins
445,has_mesh,19317493,genetics
446,has_mesh,19317493,metabolism
447,has_mesh,19317493,cluster_analysis
448,has_mesh,19317493,dna_helicases
449,has_mesh,19317493,genetics
450,has_mesh,19317493,metabolism
451,has_mesh,19317493,databases
452,has_mesh,19317493,protein
453,has_mesh,19317493,humans
454,has_mesh,19317493,models
455,has_mesh,19317493,biological
456,has_mesh,19317493,multiprotein_complexes
457,has_mesh,19317493,genetics
458,has_mesh,19317493,metabolism
459,has_mesh,19317493,protein_interaction_mapping
460,has_mesh,19317493,methods
461,has_mesh,19317493,proteins
462,has_mesh,19317493,metabolism
463,has_mesh,19317493,proteomics
464,has_mesh,1558948,amino_acid_sequence
465,has_mesh,1558948,antigens
466,has_mesh,1558948,plant
467,has_mesh,1558948,base_sequence
468,has_mesh,1558948,blotting
469,has_mesh,1558948,northern
470,has_mesh,1558948,blotting
471,has_mesh,1558948,southern
472,has_mesh,1558948,carrier_proteins
473,has_mesh,1558948,genetics
474,has_mesh,1558948,cloning
475,has_mesh,1558948,molecular
476,has_mesh,1558948,dna
477,has_mesh,1558948,gene_expression_regulation
478,has_mesh,1558948,molecular_sequence_data
479,has_mesh,1558948,plant_proteins
480,has_mesh,1558948,genetics
481,has_mesh,1558948,plants
482,has_mesh,1558948,sequence_alignment
483,has_mesh,1558948,sodium_chloride
484,has_mesh,1558948,pharmacology
485,has_mesh,16028633,adult
486,has_mesh,16028633,animals
487,has_mesh,16028633,female
488,has_mesh,16028633,gadus_morhua
489,has_mesh,16028633,garlic
490,has_mesh,16028633,chemistry
491,has_mesh,16028633,humans
492,has_mesh,16028633,intestinal_absorption
493,has_mesh,16028633,isotope_labeling
494,has_mesh,16028633,isotopes
495,has_mesh,16028633,male
496,has_mesh,16028633,meat
497,has_mesh,16028633,analysis
498,has_mesh,16028633,middle_aged
499,has_mesh,16028633,seeds
500,has_mesh,16028633,chemistry
501,has_mesh,16028633,selenium
502,has_mesh,16028633,administration_&_dosage
503,has_mesh,16028633,pharmacokinetics
504,has_mesh,16028633,sodium_selenite
505,has_mesh,16028633,pharmacokinetics
506,has_mesh,16028633,triticum
507,has_mesh,16028633,chemistry
508,has_mesh,8245124,amino_acid_sequence
509,has_mesh,8245124,animals
510,has_mesh,8245124,calcium
511,has_mesh,8245124,metabolism
512,has_mesh,8245124,calcium_channels
513,has_mesh,8245124,isolation_&_purification
514,has_mesh,8245124,metabolism
515,has_mesh,8245124,calcium_channels
516,has_mesh,8245124,l-type
517,has_mesh,8245124,calcium-transporting_atpases
518,has_mesh,8245124,isolation_&_purification
519,has_mesh,8245124,metabolism
520,has_mesh,8245124,carrier_proteins
521,has_mesh,8245124,cells
522,has_mesh,8245124,cultured
523,has_mesh,8245124,fluorescent_antibody_technique
524,has_mesh,8245124,macromolecular_substances
525,has_mesh,8245124,mice
526,has_mesh,8245124,mice
527,has_mesh,8245124,mutant_strains
528,has_mesh,8245124,microscopy
529,has_mesh,8245124,fluorescence
530,has_mesh,8245124,microscopy
531,has_mesh,8245124,phase-contrast
532,has_mesh,8245124,microtubules
533,has_mesh,8245124,metabolism
534,has_mesh,8245124,molecular_sequence_data
535,has_mesh,8245124,muscle_proteins
536,has_mesh,8245124,isolation_&_purification
537,has_mesh,8245124,metabolism
538,has_mesh,8245124,muscles
539,has_mesh,8245124,cytology
540,has_mesh,8245124,embryology
541,has_mesh,8245124,metabolism
542,has_mesh,8245124,rats
543,has_mesh,8245124,rats
544,has_mesh,8245124,sprague-dawley
545,has_mesh,8245124,ryanodine_receptor_calcium_release_channel
546,has_mesh,8245124,sarcoplasmic_reticulum
547,has_mesh,8245124,metabolism
548,has_mesh,8245124,ultrastructure
549,has_mesh,568121,animals
550,has_mesh,568121,carrier_proteins
551,has_mesh,568121,isolation_&_purification
552,has_mesh,568121,cattle
553,has_mesh,568121,cell_line
554,has_mesh,568121,cell_transformation
555,has_mesh,568121,neoplastic
556,has_mesh,568121,eye_neoplasms
557,has_mesh,568121,analysis
558,has_mesh,568121,humans
559,has_mesh,568121,mice
560,has_mesh,568121,molecular_weight
561,has_mesh,568121,rats
562,has_mesh,568121,retinoblastoma
563,has_mesh,568121,analysis
564,has_mesh,568121,retinol-binding_proteins
565,has_mesh,568121,isolation_&_purification
566,has_mesh,568121,tretinoin
567,has_mesh,568121,metabolism
568,has_mesh,568121,vitamin_a
569,has_mesh,568121,analogs_&_derivatives
570,has_mesh,13753903,coenzymes
571,has_mesh,13753903,chemistry
572,has_mesh,13753903,oxidoreductases
573,has_mesh,13753903,chemistry
574,has_mesh,4297585,adenosine_triphosphatases
575,has_mesh,4297585,metabolism
576,has_mesh,4297585,aging
577,has_mesh,4297585,alkaline_phosphatase
578,has_mesh,4297585,metabolism
579,has_mesh,4297585,animals
580,has_mesh,4297585,aorta
581,has_mesh,4297585,enzymology
582,has_mesh,4297585,metabolism
583,has_mesh,4297585,arteries
584,has_mesh,4297585,enzymology
585,has_mesh,4297585,metabolism
586,has_mesh,4297585,arteriosclerosis
587,has_mesh,4297585,etiology
588,has_mesh,4297585,collagen
589,has_mesh,4297585,biosynthesis
590,has_mesh,4297585,female
591,has_mesh,4297585,histocytochemistry
592,has_mesh,4297585,hypertension
593,has_mesh,4297585,enzymology
594,has_mesh,4297585,male
595,has_mesh,4297585,nad
596,has_mesh,4297585,metabolism
597,has_mesh,4297585,nucleotidases
598,has_mesh,4297585,metabolism
599,has_mesh,4297585,proline
600,has_mesh,4297585,metabolism
601,has_mesh,4297585,rats
602,has_mesh,4297585,sex_factors
603,has_mesh,4297585,tritium
604,has_mesh,8223341,amino_acid_sequence
605,has_mesh,8223341,animals
606,has_mesh,8223341,base_sequence
607,has_mesh,8223341,binding_sites
608,has_mesh,8223341,physiology
609,has_mesh,8223341,chromatin
610,has_mesh,8223341,metabolism
611,has_mesh,8223341,dna
612,has_mesh,8223341,chemistry
613,has_mesh,8223341,metabolism
614,has_mesh,8223341,gene_expression_regulation
615,has_mesh,8223341,physiology
616,has_mesh,8223341,genes
617,has_mesh,8223341,regulator
618,has_mesh,8223341,physiology
619,has_mesh,8223341,humans
620,has_mesh,8223341,molecular_sequence_data
621,has_mesh,8223341,receptors
622,has_mesh,8223341,steroid
623,has_mesh,8223341,chemistry
624,has_mesh,8223341,metabolism
625,has_mesh,8223341,regulatory_sequences
626,has_mesh,8223341,nucleic_acid
627,has_mesh,8223341,sequence_homology
628,has_mesh,8223341,amino_acid
629,has_mesh,8223341,sequence_homology
630,has_mesh,8223341,nucleic_acid
631,has_mesh,8223341,transcription_factors
632,has_mesh,8223341,metabolism
633,has_mesh,10865835,animals
634,has_mesh,10865835,arteriosclerosis
635,has_mesh,10865835,pathology
636,has_mesh,10865835,physiopathology
637,has_mesh,10865835,blood_vessel_prosthesis_implantation
638,has_mesh,10865835,humans
639,has_mesh,10865835,nitric_oxide
640,has_mesh,10865835,metabolism
641,has_mesh,10865835,platelet-derived_growth_factor
642,has_mesh,10865835,metabolism
643,has_mesh,10865835,primates
644,has_mesh,10865835,stress
645,has_mesh,10865835,mechanical
646,has_mesh,10865835,tunica_intima
647,has_mesh,10865835,pathology
648,has_mesh,10865835,physiopathology
649,has_mesh,2772621,aged
650,has_mesh,2772621,aged
651,has_mesh,2772621,80_and_over
652,has_mesh,2772621,cadmium
653,has_mesh,2772621,analysis
654,has_mesh,2772621,calcium
655,has_mesh,2772621,analysis
656,has_mesh,2772621,denmark
657,has_mesh,2772621,female
658,has_mesh,2772621,humans
659,has_mesh,2772621,iron
660,has_mesh,2772621,analysis
661,has_mesh,2772621,kidney
662,has_mesh,2772621,analysis
663,has_mesh,2772621,liver
664,has_mesh,2772621,analysis
665,has_mesh,2772621,male
666,has_mesh,2772621,mercury
667,has_mesh,2772621,analysis
668,has_mesh,2772621,myocardium
669,has_mesh,2772621,analysis
670,has_mesh,2772621,norway
671,has_mesh,2772621,pancreas
672,has_mesh,2772621,analysis
673,has_mesh,2772621,selenium
674,has_mesh,2772621,analysis
675,has_mesh,2772621,spectrophotometry
676,has_mesh,2772621,atomic
677,has_mesh,2772621,spleen
678,has_mesh,2772621,analysis
679,has_mesh,2772621,trace_elements
680,has_mesh,2772621,analysis
681,has_mesh,2772621,zinc
682,has_mesh,2772621,analysis
683,has_mesh,20923416,antiporters
684,has_mesh,20923416,chemistry
685,has_mesh,20923416,physiology
686,has_mesh,20923416,bacteria
687,has_mesh,20923416,metabolism
688,has_mesh,20923416,bacterial_proteins
689,has_mesh,20923416,chemistry
690,has_mesh,20923416,physiology
691,has_mesh,20923416,biological_transport
692,has_mesh,20923416,active
693,has_mesh,20923416,carrier_proteins
694,has_mesh,20923416,chemistry
695,has_mesh,20923416,physiology
696,has_mesh,20923416,escherichia_coli_proteins
697,has_mesh,20923416,chemistry
698,has_mesh,20923416,physiology
699,has_mesh,20923416,gene_expression_regulation
700,has_mesh,20923416,bacterial
701,has_mesh,20923416,multigene_family
702,has_mesh,20923416,osmosis
703,has_mesh,20923416,protein_structure
704,has_mesh,20923416,tertiary
705,has_mesh,20923416,signal_transduction
706,has_mesh,20923416,structure-activity_relationship
707,has_mesh,20923416,substrate_specificity
708,has_mesh,20923416,symporters
709,has_mesh,11568460,8-bromo_cyclic_adenosine_monophosphate
710,has_mesh,11568460,pharmacology
711,has_mesh,11568460,adrenal_cortex
712,has_mesh,11568460,cytology
713,has_mesh,11568460,drug_effects
714,has_mesh,11568460,physiology
715,has_mesh,11568460,aldosterone
716,has_mesh,11568460,biosynthesis
717,has_mesh,11568460,animals
718,has_mesh,11568460,cell_line
719,has_mesh,11568460,cell_transformation
720,has_mesh,11568460,neoplastic
721,has_mesh,11568460,cholesterol_side-chain_cleavage_enzyme
722,has_mesh,11568460,genetics
723,has_mesh,11568460,metabolism
724,has_mesh,11568460,corticosterone
725,has_mesh,11568460,biosynthesis
726,has_mesh,11568460,glutathione_peroxidase
727,has_mesh,11568460,metabolism
728,has_mesh,11568460,humans
729,has_mesh,11568460,hydrogen_peroxide
730,has_mesh,11568460,metabolism
731,has_mesh,11568460,mice
732,has_mesh,11568460,mice
733,has_mesh,11568460,transgenic
734,has_mesh,11568460,phosphoproteins
735,has_mesh,11568460,genetics
736,has_mesh,11568460,metabolism
737,has_mesh,11568460,progesterone
738,has_mesh,11568460,biosynthesis
739,has_mesh,11568460,promoter_regions
740,has_mesh,11568460,genetic
741,has_mesh,11568460,reverse_transcriptase_polymerase_chain_reaction
742,has_mesh,11568460,selenium
743,has_mesh,11568460,deficiency
744,has_mesh,11568460,pharmacology
745,has_mesh,11568460,transcription
746,has_mesh,11568460,genetic
747,has_mesh,19714777,amino_acid_sequence
748,has_mesh,19714777,bacterial_proteins
749,has_mesh,19714777,chemistry
750,has_mesh,19714777,metabolism
751,has_mesh,19714777,cloning
752,has_mesh,19714777,molecular
753,has_mesh,19714777,crystallography
754,has_mesh,19714777,x-ray
755,has_mesh,19714777,methods
756,has_mesh,19714777,molecular_sequence_data
757,has_mesh,19714777,multigene_family
758,has_mesh,19714777,protein_binding
759,has_mesh,19714777,protein_structure
760,has_mesh,19714777,tertiary
761,has_mesh,19714777,thermus_thermophilus
762,has_mesh,19714777,metabolism
763,has_mesh,19714777,transcription_factors
764,has_mesh,19714777,chemistry
765,has_mesh,4569726,aldehydes
766,has_mesh,4569726,pharmacology
767,has_mesh,4569726,blood_viscosity
768,has_mesh,4569726,erythrocytes
769,has_mesh,4569726,drug_effects
770,has_mesh,4569726,glutarates
771,has_mesh,4569726,pharmacology
772,has_mesh,4569726,hematocrit
773,has_mesh,4569726,humans
774,has_mesh,4569726,kinetics
